"x"
357.15
341.58
458.48
471.24
448.69
504.96
510.04
514
558.03
525.27
609.25
637.84
507.55
442.73
608.69
621.51
584.27
659.6
655.84
684
701.9
680.92
722.18
754.1
649.89
541.08
780.46
769.48
731.14
813.11
803.37
907.66
916.4
881.27
958.54
940.94
865.94
821.49
835.76
974.94
940.74
1033.94
1078.3
1114.24
1123.51
1077.45
1175.92
1144.12
1097.56
873.61
1089.98
1190.05
1206.99
1213.2
1368.37
1353.87
1367.59
1285.32
1149.85
1110.55
904.85
648.66
902.19
919.23
886.99
954.58
1053.91
1036.63
1158.65
1106.42
1136.59
1307.4
1094.9
944.63
1120.59
1198.51
1316.61
1373.39
1454.34
1392.36
1449.23
1359.17
1532.79
1541.01
1506.97
966.81
1521.34
1555.92
1570.51
1618.95
1751.51
1732.39
1695.8
1573.52
1743.86
1746.23
1498.61
1144.09
1655.77
1631.29
1810.34
1798.31
1769.18
1778.7
1861.16
1755.16
1793.41
1991.12
1872.88
1393.04
1821.02
1869.31
1826.8
1742.35
1859.15
1904.93
1853.13
1852.94
2020.83
2073.67
2070.3695
1140.5248
1700.0162
1884.4958
1955.9639
1867.5648
2127.4412
2083.2955
2135.6166
2067.7119
2115.6305
2274.2963
1998.7625
1689.4668
1442.3493
1759.0234
1888.0012
1895.4467
1931.6113
1961.6141
2049.2259
1921.8902
1965.9297
2231.3611
1693.9892
1217.0716
1550.9818
1666.8863
1757.1006
1766.0458
1806.5922
1888.3069
1834.3999
1768.3641
1935.6073
2090.9663
1802.73
1188.48
1792.48
1777.63
1890.88
1947.55
1921.19
1980.43
1979.44
1879.03
2158.39
2315.23
1994.9
1706.41
1739.08
1989.46
2116.07
2156.17
2144.17
2169.61
2254.27
2148.03
2243.34
2212.49
2175.7
